movie_id,title,release_date,genres,overview
822,"Phantom, The (1996)",1/1/1968,Drama,"An old married man leaves his wife for a younger woman. Shortly after, his ex-wife also begins a relationship with a younger partner."
823,Daylight (1996),26/4/1996,Crime|Film-Noir|Thriller,"In 1950s Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman."
824,Alaska (1996),3/5/1996,Comedy,
825,Fled (1996),31/5/1996,Action|Sci-Fi|Thriller,
826,Power 98 (1995),7/6/1996,Adventure,
827,Escape from L.A. (1996),6/12/1996,Action|Adventure|Thriller,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses.
828,Bogus (1996),21/8/1996,Adventure|Children's,"Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency delivery in a storm his plane goes down somewhere in the mountains. Annoyed that the authorities aren't doing enough, Jessie and Sean set out on an adventure to find their father with the help of a polar bear which they have saved from a ferocious poacher. Conflict ensues."
829,Bulletproof (1996),19/7/1996,Action|Adventure,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them."
830,Halloween: The Curse of Michael Myers (1995),17/5/1996,Action|Mystery|Thriller,A controversial talk show host becomes involved in the murder of a beautiful woman in a war for ratings.
831,"Gay Divorcee, The (1934)",9/8/1996,Action|Adventure|Sci-Fi|Thriller,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day."
832,Ninotchka (1939),6/9/1996,Children's|Drama|Fantasy,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus."
833,Meet John Doe (1941),6/9/1996,Action,"An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up."
834,In the Line of Duty 2 (1987),1/1/1995,Horror|Thriller,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again."
835,Loch Ness (1995),1/1/1934,Comedy|Musical|Romance,
836,Last Man Standing (1996),1/1/1939,Comedy|Romance,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.
837,"Glimmer Man, The (1996)",1/1/1941,Drama,"As a parting shot, fired reporter Ann Mitchell prints a fake letter from unemployed ""John Doe,"" who threatens suicide in protest of social ills. The paper is forced to rehire Ann and hires John Willoughby to impersonate ""Doe."" Ann and her bosses cynically milk the story for all it's worth, until the made-up ""John Doe"" philosophy starts a whole political movement."
838,Pollyanna (1960),30/8/1996,Action,
839,"Shaggy Dog, The (1959)",1/1/1995,Horror|Thriller,"Dr. Dempsey is an American scientist who has become a skeptic. He isn't enthusiastic to be sent by his employer to Scotland to (dis)prove the existence of the Loch Ness monster. He finds the locals stubborn, 'primitive' and all but hospitable, not in the least because the Nessie legend is the only tourist attraction. He still gets romantically attracted by his independent inn-keeper Laura, and both her kid and his local assistant end up making him face a small family of Nessie-dinosaurs, but is this to be made public?"
840,Freeway (1996),20/9/1996,Action|Drama|Western,"John Smith is a mysterious stranger who is drawn into a vicious war between two Prohibition-era gangs. In a dangerous game, he switches allegiances from one to another, offering his services to the highest bidder. As the death toll mounts, Smith takes the law into his own hands in a deadly race to stay alive."
841,That Thing You Do! (1996),4/10/1996,Action|Thriller,
842,To Gillian on Her 37th Birthday (1996),1/1/1960,Children's|Comedy|Drama,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.
843,Looking for Richard (1996),1/1/1959,Children's|Comedy,
844,"Murder, My Sweet (1944)",23/8/1996,Crime,"Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting him several times. Wounded but still very much alive, Bob pursues Lutz across the state in this modern retelling of Little Red Riding Hood."
845,Days of Thunder (1990),28/9/1996,Comedy,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager."
846,"Perfect Candidate, A (1996)",18/10/1996,Drama|Romance,"David loves his wife, Gillian. Unfortunately, she died two years ago. David deals with his grief by continuing his romance with Gillian during walks with her ""ghost"" on the beach at night. While David lives in the past, other family problems crop up in the present in the real world...."
847,Two or Three Things I Know About Her (1966),11/10/1996,Documentary|Drama,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III."""
848,"Bloody Child, The (1996)",1/1/1944,Film-Noir|Thriller,"Detective Philip Marlowe is hired by hulking Moose Malloy to locate his old girlfriend that he lost track of while serving time in prison. With each lead he follows, Marlowe encounters lies, larceny, perjury, theft and a beautiful femme fatale. Based on Raymond Chandler's novel ""Farewell My Lovely"", which was also the film's title in the United Kingdom."
849,Braindead (1992),1/1/1990,Action|Romance,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear."
850,Bad Taste (1987),27/9/1996,Documentary,
851,Diva (1981),1/1/1966,Drama,
852,Night on Earth (1991),26/10/1996,Drama|Thriller,
853,Paris Was a Woman (1995),1/1/1992,Comedy|Horror,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control."
854,Amityville: Dollhouse (1996),1/1/1987,Comedy|Horror,"A team from the intergalactic fast food chain Crumb's Crunchy Delights descends on Earth, planning to make human flesh the newest taste sensation. After they wipe out the New Zealand town Kaihoro, the country's Astro-Investigation and Defense Service is called in to deal with the problem. Things are complicated due to Giles, an aid worker who comes to Kaihoro the same day to collect change from the residents. He is captured by the aliens, and AIaDS stages a rescue mission that quickly becomes an all-out assault on the aliens' headquarters."
855,April Fool's Day (1986),1/1/1981,Action|Drama|Mystery|Romance|Thriller,"Jules, a young Parisian postman, secretly records a concert performance given by the opera singer Cynthia Hawkins, whom he idolises. The following day, Jules runs into a woman who is being pursued by armed thugs. Before she is killed, the woman slips an audio cassette into his mail bag..."
